1	222	4	878873388
56	450	3	892679374
94	651	5	891725332
14	174	5	890881294
83	929	3	880307140
5	424	1	875635807
18	202	3	880130515
13	868	5	882139901
87	210	5	879875734
10	285	5	877889186
23	463	4	874785843
66	1	3	883601324
79	1161	2	891271697
4	303	5	892002352
64	433	2	889740286
5	1	4	875635748
62	433	5	879375588
24	763	5	875322875
3	245	1	889237247
99	246	3	888469392
54	676	5	880935294
44	507	3	878347392
28	217	3	881961671
18	729	3	880131236
82	343	1	884713755
92	1209	1	875660468
15	222	3	879455730
58	709	5	884304812
92	241	3	875655961
77	91	3	884752924
85	282	3	879829618
1	253	5	874965970
18	182	4	880130640
87	177	5	879875940
25	208	4	885852337
5	363	3	875635225
70	419	5	884065035
99	274	1	885679157
11	740	4	891903067
59	77	4	888206254
38	161	5	892432062
59	418	2	888205188
7	674	2	891352659
75	546	3	884050422
64	516	5	889737376
85	187	5	879454235
59	54	4	888205921
13	195	3	881515296
100	268	3	891374982
94	471	4	891721642
13	807	1	886304229
65	1142	4	879217349
1	113	5	878542738
76	175	4	875028853
85	13	3	879452866
6	492	5	883601089
13	121	5	882397503
43	5	4	875981421
58	214	2	884305296
62	288	2	879371909
11	723	5	891904637
94	218	3	891721851
35	243	2	875459046
48	680	3	879434330
85	604	4	882995132
90	690	4	891383319
11	38	3	891905936
37	117	4	880915674
22	258	5	878886261
70	82	4	884068075
5	98	3	875720691
60	208	5	883326028
92	540	2	875813197
81	280	4	876534214
13	308	3	881514726
56	184	4	892679088
63	1007	5	875747368
45	109	5	881012356
65	100	3	879217558
72	28	4	880036824
94	211	5	891721142
13	396	3	882141727
95	1	5	879197329
34	312	4	888602742
72	427	5	880037702
94	1048	4	891722678
45	118	4	881014550
71	89	5	880864462
23	381	4	874787350
64	160	4	889739288
28	79	4	881961003
18	113	5	880129628
83	82	5	887665423
90	499	5	891383866
87	196	5	879877681
26	685	3	891371676
70	210	4	884065854
51	182	3	883498790
92	176	5	875652981
57	682	3	883696824
60	403	3	883327087
92	180	5	875653016
43	204	4	883956122
92	790	3	875907618
73	657	5	888625422
90	187	4	891383561
48	309	3	879434132
66	7	3	883601355
6	478	4	883602762
85	83	4	886282959
90	507	5	891383987
90	245	3	891382612
59	387	3	888206562
1	227	4	876892946
60	1021	5	883326185
38	679	5	892432062
84	748	4	883449530
31	886	2	881547877
25	25	5	885853415
87	9	4	879877931
49	47	5	888068715
44	95	4	878347569
92	216	3	875653867
13	66	3	882141485
7	676	3	891354499
82	455	4	876311319
42	685	4	881105972
49	625	3	888067031
32	290	3	883717913
49	581	3	888068143
99	50	5	885679998
92	709	2	875654590
3	337	1	889236983
94	820	1	891723186
59	1107	4	888206254
30	539	3	885941454
6	508	3	883599530
16	56	5	877719863
62	132	5	879375022
94	346	4	891725410
13	59	4	882140425
83	301	2	891181430
31	484	5	881548030
56	172	5	892737191
59	429	4	888204597
65	196	5	879216637
24	367	2	875323241
92	115	3	875654125
32	151	3	883717850
32	1012	4	883717581
85	298	4	880581629
73	94	1	888625754
73	56	4	888626041
5	102	3	875721196
26	235	2	891372429
13	150	5	882140588
7	401	4	891354257
90	821	3	891385843
22	510	5	878887765
42	176	3	881107178
92	15	3	875640189
81	742	2	876533764
95	527	4	888954440
19	655	3	885412723
79	100	5	891271652
1	17	3	875073198
7	81	5	891352626
59	148	3	888203175
13	354	2	888779458
6	469	5	883601155
82	14	4	876311280
92	81	3	875654929
94	58	5	891720540
46	307	3	883611430
91	28	4	891439243
64	176	4	889737567
90	553	2	891384959
62	111	3	879372670
49	547	5	888066187
57	243	3	883696547
7	576	5	892132943
87	1079	2	879877240
50	823	3	877052784
25	258	5	885853199
18	496	5	880130470
95	172	4	879196847
94	470	4	891722006
59	583	5	888205921
99	354	2	888469332
44	208	4	878347420
42	195	5	881107949
92	665	3	875906853
60	525	5	883325944
13	331	3	881515457
92	731	4	875653769
81	169	4	876534751
62	114	4	879373568
72	530	4	880037164
88	750	2	891037276
49	7	4	888067307
9	298	5	886960055
92	528	4	875657681
59	550	5	888206605
58	100	5	884304553
11	725	3	891905568
7	228	4	891350845
92	846	3	886443471
11	110	3	891905324
87	2	4	879876074
45	763	2	881013563
49	334	4	888065744
59	215	5	888204430
29	332	4	882820869
30	435	5	885941156
23	172	4	874785889
7	151	4	891352749
84	12	5	883452874
94	168	5	891721378
90	657	5	891385190
85	501	3	880838306
5	211	4	875636631
6	357	4	883602422
57	760	2	883697617
58	268	5	884304288
23	1006	3	874785809
92	24	3	875640448
21	103	1	874951245
1	90	4	878542300
49	38	1	888068289
36	307	4	882157227
95	1229	2	879198800
74	272	5	888333194
45	473	3	881014417
57	28	4	883698324
92	219	4	875654888
5	382	5	875636587
16	155	3	877719157
54	685	3	880935504
21	98	5	874951657
13	766	4	882139686
95	1206	4	888956137
80	582	3	887401701
62	258	5	879371909
77	195	5	884733695
99	742	5	885679114
83	338	4	883868647
94	347	5	891724950
18	387	4	880130155
21	299	1	874950931
5	376	2	879198045
21	457	1	874951054
16	471	3	877724845
28	95	3	881956917
29	539	2	882821044
7	580	3	892132171
87	211	5	879876812
97	89	5	884238939
21	596	3	874951617
59	710	3	888205463
10	504	5	877892110
47	995	3	879440429
94	9	5	885872684
60	222	4	883327441
90	906	2	891382240
67	64	5	875379211
7	581	5	891353477
44	250	5	878346709
11	741	5	891902745
59	286	3	888202532
57	204	4	883698272
68	7	3	876974096
13	14	4	884538727
71	134	3	885016614
64	684	4	889740199
98	47	4	880498898
53	24	3	879442538
7	106	4	891353892
12	300	4	879958639
90	662	5	891385842
63	20	3	875748004
40	268	4	889041430
42	185	4	881107449
94	556	3	891722882
7	528	5	891352659
63	1028	3	875748198
62	1073	4	879374752
73	357	5	888626007
83	118	3	880307071
4	361	5	892002353
64	778	5	889739806
15	473	1	879456204
7	643	4	891350932
76	582	3	882607444
57	1047	4	883697679
85	277	2	879452938
52	95	4	882922927
82	231	2	878769815
26	25	3	891373727
15	678	1	879455311
82	411	3	878768902
99	181	5	885680138
56	196	2	892678628
7	650	3	891350965
90	425	4	891384996
82	919	3	876311280
43	151	4	875975613
10	289	4	877886223
57	756	3	883697730
62	24	4	879372633
13	320	1	882397010
18	863	3	880130680
54	298	4	892681300
18	965	4	880132012
72	528	4	880036664
59	604	3	888204927
13	451	1	882141872
42	69	4	881107375
10	340	4	880371312
60	604	4	883327997
63	50	4	875747292
7	582	5	892135347
7	127	5	891351728
59	470	3	888205714
6	143	2	883601053
13	493	5	882140206
6	275	4	883599102
69	300	3	882027204
5	62	4	875637575
5	231	2	875635947
13	289	2	882140759
1	64	5	875072404
13	488	3	890704999
69	174	5	882145548
49	17	2	888068651
7	196	5	891351432
44	120	4	878346977
59	588	2	888204389
83	139	3	880308959
43	52	4	883955224
18	494	3	880131497
91	427	4	891439057
97	482	5	884238693
94	89	3	885870284
7	44	5	891351728
99	182	4	886518810
56	235	1	892911348
11	190	3	891904174
6	294	2	883599938
42	684	4	881108093
62	365	2	879376096
59	70	3	888204758
26	455	3	891371506
97	484	3	884238966
11	660	3	891904573
5	377	1	878844615
56	797	4	892910860
67	1095	4	875379287
36	883	5	882157581
100	321	1	891375112
14	709	5	879119693
52	1086	4	882922562
22	79	4	878887765
42	603	4	881107502
26	1016	3	891377609
7	560	3	892132798
7	559	5	891354882
59	433	5	888205982
63	222	3	875747635
90	1194	4	891383718
13	848	5	882140001
94	625	4	891723086
59	496	4	888205144
10	505	4	877886846
62	464	4	879375196
56	69	4	892678893
92	289	3	875641367
13	144	4	882397146
15	932	1	879456465
15	127	2	879455505
37	55	3	880915942
75	409	3	884050829
16	191	5	877719454
99	597	4	885679210
66	249	4	883602158
92	1142	4	886442422
99	410	5	885679262
97	98	4	884238728
58	109	4	884304396
13	476	2	882141997
67	147	3	875379357
40	880	3	889041643
7	241	4	891354053
87	775	2	879876848
81	3	4	876592546
57	926	3	883697831
53	174	5	879442561
96	479	4	884403758
90	529	5	891385132
59	12	5	888204260
3	343	3	889237122
4	357	4	892003525
25	615	5	885852611
11	517	2	891905222
59	170	4	888204430
92	106	3	875640609
97	50	5	884239471
14	530	5	890881433
23	170	4	874785348
13	97	4	882399357
95	416	4	888954961
28	98	5	881961531
82	596	3	876311195
28	173	3	881956220
94	455	3	891721777
77	238	5	884733965
38	139	2	892432786
44	123	4	878346532
18	154	4	880131358
7	28	5	891352341
62	138	1	879376709
81	824	3	876534437
13	781	3	882399528
13	338	1	882140740
41	28	4	890687353
99	168	5	885680374
72	226	4	880037307
34	242	5	888601628
43	64	5	875981247
89	197	5	879459859
42	1041	4	881109060
7	153	5	891352220
93	412	2	888706037
70	50	4	884064188
75	476	1	884050393
62	401	3	879376727
43	66	4	875981506
21	839	1	874951797
38	432	1	892430282
92	453	1	875906882
82	661	4	878769703
60	47	4	883326399
92	79	4	875653198
97	115	5	884239525
5	407	3	875635431
15	685	4	879456288
99	204	4	885679952
47	340	5	879439078
58	284	4	884304519
83	640	2	880308550
49	49	2	888068990
6	221	4	883599431
85	647	4	879453844
60	616	3	883327087
21	184	4	874951797
25	228	4	885852920
76	92	4	882606108
48	174	5	879434723
5	24	4	879198229
85	272	4	893110061
64	93	2	889739025
96	153	4	884403624
93	15	5	888705388
84	528	5	883453617
13	167	4	882141659
13	570	5	882397581
54	268	5	883963510
14	474	4	890881557
18	58	4	880130613
11	746	4	891905032
56	215	5	892678547
13	844	1	882397010
38	465	5	892432476
7	420	5	891353219
61	328	5	891206371
21	590	1	874951898
95	1230	1	888956901
50	253	5	877052550
7	188	5	891352778
90	631	5	891384570
7	78	3	891354165
13	685	5	882397582
82	73	4	878769888
99	895	3	885678304
85	175	4	879828912
13	567	1	882396955
49	741	4	888068079
89	1048	3	879460027
43	1057	2	884029777
59	287	5	888203175
13	877	2	882140792
70	584	3	884150236
48	259	4	879434270
83	413	1	891182379
92	521	4	875813412
43	284	5	883955441
69	12	5	882145567
85	133	4	879453876
42	121	4	881110578
7	680	4	891350703
90	526	5	891383866
94	186	4	891722278
44	230	2	883613335
78	412	4	879634223
85	98	4	879453716
42	606	3	881107538
25	729	4	885852697
13	480	3	881515193
43	631	2	883955675
95	174	5	879196231
44	530	5	878348725
30	82	4	875060217
34	690	4	888602513
69	175	3	882145586
42	456	3	881106113
57	831	1	883697785
16	144	5	877721142
90	603	5	891385132
22	791	1	878887227
10	489	4	877892210
95	128	3	879196354
10	657	4	877892110
59	855	4	888204502
7	133	5	891353192
85	629	3	879454685
28	7	5	881961531
38	672	3	892434800
7	93	5	891351042
94	229	3	891722979
95	636	1	879196566
44	56	2	878348601
98	163	3	880499053
95	143	4	880571951
31	682	2	881547834
94	157	5	891725332
73	588	2	888625754
7	174	5	891350757
65	202	4	879217852
77	168	4	884752721
58	960	4	884305004
5	423	4	875636793
99	508	4	885678840
28	380	4	881961394
94	33	3	891721919
16	942	4	877719863
42	506	3	881108760
94	1119	4	891723261
79	246	5	891271545
70	417	3	884066823
57	409	4	883697655
13	314	1	884538485
92	763	3	886443192
65	56	3	879217816
90	958	4	891383561
63	841	1	875747917
38	838	2	892433680
99	546	4	885679353
59	663	4	888204928
59	702	5	888205463
26	15	4	891386369
7	182	4	891350965
62	443	3	879375080
22	511	4	878887983
7	193	5	892135346
77	125	3	884733014
85	58	4	879829689
84	529	5	883453108
74	288	3	888333280
1	92	3	876892425
16	504	5	877718168
90	31	4	891384673
60	1020	4	883327018
92	947	4	875654929
87	1000	3	879877173
1	228	5	878543541
42	143	4	881108229
43	26	5	883954901
80	886	4	883605238
64	527	4	879365590
21	298	5	874951382
68	118	2	876974248
56	585	3	892911366
56	230	5	892676339
20	11	2	879669401
20	176	2	879669152
49	148	1	888068195
23	404	4	874787860
22	227	4	878888067
79	508	3	891271676
18	647	4	880129595
25	478	5	885852271
6	532	3	883600066
22	433	3	878886479
13	915	5	892015023
76	135	5	875028792
75	121	4	884050450
90	618	5	891385335
44	174	5	878347662
95	395	3	888956928
46	690	5	883611274
83	364	1	886534501
33	307	3	891964148
37	183	4	880930042
6	211	5	883601155
85	517	5	879455238
42	746	3	881108279
17	508	3	885272779
1	266	1	885345728
56	194	5	892676908
83	1035	4	880308959
100	355	4	891375313
16	92	4	877721905
49	238	4	888068762
60	79	4	883326620
13	226	4	882397651
1	121	4	875071823
13	548	3	882398743
7	614	5	891352489
62	4	4	879374640
7	647	5	891352489
26	257	3	891371596
26	7	3	891350826
87	996	3	879876848
94	235	4	891722980
92	781	3	875907649
48	690	4	879434211
1	114	5	875072173
67	1	3	875379445
59	238	5	888204553
1	132	4	878542889
1	74	1	889751736
49	758	1	888067596
22	173	5	878886368
1	134	4	875073067
94	45	5	886008764
6	180	4	883601311
6	477	1	883599509
95	483	3	879198697
74	326	4	888333329
13	305	4	881514811
4	260	4	892004275
87	1183	3	879875995
91	172	4	891439208
62	1118	3	879375537
87	303	3	879875471
16	168	4	877721142
14	357	2	890881294
22	687	1	878887476
68	411	1	876974596
74	9	4	888333458
18	199	3	880129769
13	918	3	892524090
56	68	3	892910913
78	1160	5	879634134
58	1100	2	884304979
49	473	3	888067164
13	273	3	882397502
60	699	4	883327539
59	1117	4	888203313
87	386	2	879877006
1	98	4	875072404
64	187	5	889737395
75	1017	5	884050502
27	742	3	891543129
37	685	3	880915528
82	15	3	876311365
85	660	4	879829618
82	208	3	878769815
1	186	4	875073128
23	213	3	874785675
64	515	5	889737478
63	237	3	875747342
74	285	3	888333428
82	216	4	878769949
43	820	2	884029742
95	573	1	888954808
81	476	2	876534124
87	135	5	879875649
87	157	3	879877799
87	163	4	879877083
96	91	5	884403250
43	553	4	875981159
61	690	2	891206407
44	665	1	883613372
92	1016	2	875640582
93	222	4	888705295
82	504	4	878769917
2	314	1	888980085
89	732	5	879459909
38	216	5	892430486
24	153	4	875323368
1	221	5	887431921
43	114	5	883954950
32	249	4	883717645
38	508	2	892429399
10	463	4	877889186
92	386	3	875907727
69	258	4	882027204
58	272	5	884647314
11	714	4	891904214
86	258	5	879570366
7	621	5	892132773
54	820	3	880937992
10	655	5	877891904
83	631	2	887664566
18	607	3	880131752
83	476	3	880307359
42	48	5	881107821
38	1030	5	892434475
65	676	5	879217689
22	456	1	878887413
59	931	2	888203610
92	715	4	875656288
50	475	5	877052167
44	88	2	878348885
11	230	4	891905783
6	297	3	883599134
85	269	3	891289966
44	257	4	878346689
60	179	4	883326566
75	147	3	884050134
92	928	3	886443582
5	394	2	879198031
62	559	3	879375912
42	999	4	881108982
64	333	3	879365313
99	682	2	885678371
59	121	4	888203313
7	22	5	891351121
24	427	5	875323002
5	384	3	875636389
85	53	3	882995643
29	748	2	882821558
95	176	3	879196298
84	322	3	883449567
56	29	3	892910913
23	528	4	874786974
49	102	2	888067164
7	268	3	891350703
59	549	4	888205659
42	102	5	881108873
57	864	3	883697512
75	496	5	884051921
23	183	3	874785728
38	403	1	892432205
52	1009	5	882922328
95	720	2	879196513
65	97	5	879216605
92	134	4	875656623
49	695	3	888068957
6	500	4	883601277
90	237	4	891385215
94	467	4	885873423
62	28	3	879375169
76	811	4	882606323
74	237	4	888333428
81	411	2	876534244
64	77	3	889737420
15	20	3	879455541
43	328	4	875975061
21	928	3	874951616
83	254	2	880327839
14	22	3	890881521
92	756	3	886443582
62	157	3	879374686
13	840	3	886261387
59	13	5	888203415
73	12	5	888624976
28	234	4	881956144
6	95	2	883602133
90	354	3	891382240
96	519	4	884402896
7	627	3	891352594
45	472	3	881014417
59	405	3	888203578
22	399	4	878887157
87	70	5	879876448
10	321	4	879163494
48	308	5	879434292
32	591	3	883717581
1	84	4	875072923
21	742	3	874951617
22	186	5	878886368
72	129	4	880035588
92	1095	2	886443728
73	475	4	888625753
83	543	2	887665445
56	597	3	892679439
83	216	4	880307846
26	286	3	891347400
90	489	5	891384357
98	517	5	880498990
57	250	3	883697223
1	31	3	875072144
44	603	4	878347420
22	96	5	878887680
53	845	3	879443083
85	97	2	879829667
43	286	4	875975028
94	180	5	885870284
3	323	2	889237269
16	70	4	877720118
58	45	5	884305295
81	471	3	876533586
5	267	4	875635064
57	744	5	883698581
44	11	3	878347915
49	10	3	888066086
87	233	4	879876036
7	300	4	891350703
17	151	4	885272751
59	47	5	888205574
29	689	2	882821705
14	111	3	876965165
92	619	4	875640487
42	210	5	881108633
42	785	4	881109060
1	70	3	875072895
13	178	4	882139829
76	276	5	875027601
3	331	4	889237455
30	181	4	875060217
8	182	5	879362183
98	655	3	880498861
7	162	5	891353444
56	63	3	892910268
92	175	4	875653549
91	423	5	891439090
18	196	3	880131297
16	443	5	877727055
87	67	4	879877007
43	498	5	875981275
90	11	4	891384113
1	60	5	875072370
60	474	5	883326028
83	186	4	880308601
1	177	5	876892701
59	10	4	888203234
10	48	4	877889058
99	124	2	885678886
91	193	3	891439057
83	866	3	883867947
10	203	4	877891967
60	508	4	883327368
14	56	5	879119579
52	748	4	882922629
13	42	4	882141393
44	202	4	878347315
90	301	4	891382392
9	691	5	886960055
18	954	3	880130640
39	315	4	891400094
63	150	4	875747292
13	94	3	882142057
14	93	3	879119311
38	122	1	892434801
59	132	5	888205744
56	1090	3	892683641
71	346	4	885016248
13	908	1	886302385
1	27	2	876892946
49	926	1	888069117
60	178	5	883326399
5	445	3	875720744
90	659	4	891384357
34	310	4	888601628
24	742	4	875323915
10	218	4	877889261
76	1129	5	875028075
13	300	1	881515736
13	180	5	882141248
59	318	5	888204349
25	174	5	885853415
90	971	4	891385250
49	546	1	888069636
82	218	3	878769748
80	50	3	887401533
59	381	5	888205659
56	174	5	892737191
82	413	1	884714593
82	69	4	878769948
7	526	5	891351042
49	531	3	888066511
1	260	1	875071713
83	95	4	880308453
17	9	3	885272558
92	1215	2	890251747
82	147	3	876311473
62	135	4	879375080
48	603	4	879434607
92	673	4	875656392
71	285	3	877319414
5	167	2	875636281
67	240	5	875379566
31	302	4	881547719
49	312	3	888065786
13	29	2	882397833
42	405	4	881105541
81	273	4	876533710
43	15	5	875975546
57	588	4	883698454
92	672	3	875660028
39	352	5	891400704
95	96	4	879196298
49	1	2	888068651
1	145	2	875073067
38	384	5	892433660
6	475	5	883599478
38	423	5	892430071
1	174	5	875073198
56	239	4	892676970
10	124	5	877888545
13	508	3	882140426
81	118	2	876533764
91	507	4	891438977
62	281	3	879373118
64	2	3	889737609
28	50	4	881957090
34	259	2	888602808
25	477	4	885853155
1	159	3	875073180
60	172	4	883326339
92	431	4	875660164
18	69	3	880129527
23	215	2	874787116
11	561	2	891905936
100	750	4	891375016
42	845	5	881110719
1	82	5	878542589
99	421	3	885680772
13	45	3	882139863
94	185	5	885873684
1	56	4	875072716
18	214	4	880132078
100	266	2	891375484
42	781	4	881108280
18	488	3	880130065
1	272	3	887431647
63	246	3	875747514
21	445	3	874951658
62	702	2	879376079
7	519	4	891352831
73	127	5	888625200
13	820	4	882398743
10	283	4	877892276
62	685	2	879373175
87	550	4	879876074
59	559	5	888206562
90	486	5	891383912
14	792	5	879119651
90	311	4	891382163
7	633	5	891351509
13	509	5	882140691
18	602	3	880131407
82	495	3	878769668
28	12	4	881956853
28	895	4	882826398
6	509	4	883602664
42	380	4	881108548
85	86	4	879454189
95	843	4	880572448
